episode_cluster_bootstrap_ci,lag,metric,pair_count,quantity,scale,value
"[1.7220316721832347, 1.8615786506979715]",26,dim_2,,normalized_rms_difference,ACT,1.789545861713291
"[1.463301357977124, 1.6518998640089073]",26,dim_3,,normalized_rms_difference,ACT,1.559917003642847
"[1.600979435266114, 1.7857137805317724]",26,dim_4,,normalized_rms_difference,ACT,1.6916611646963386
"[0.9559162237738633, 1.106093023720407]",26,dim_5,,normalized_rms_difference,ACT,1.034212385344087
"[1.1905725507057041, 1.2593636589342205]",26,dim_6,,normalized_rms_difference,ACT,1.2242508556716782
"[1.4921678614880112, 1.603683975331781]",26,translation,,normalized_rms_difference,ACT,1.5456740784563667
"[1.3998375948530646, 1.5117448478977695]",26,rotation,,normalized_rms_difference,ACT,1.4565545890210634
"[1.1905725507057041, 1.2593636589342208]",26,gripper,,normalized_rms_difference,ACT,1.2242508556716782
"[1.461939226414934, 1.5442804625219977]",26,arm,,normalized_rms_difference,ACT,1.5017755537380173
"[1.5209142047011444, 1.7329136691735991]",26,dim_0,,normalized_rms_difference,SmolVLA,1.6234414563239608
"[1.1135519298471943, 1.188708615452549]",26,dim_1,,normalized_rms_difference,SmolVLA,1.1529477512660267
"[1.7220316721832347, 1.8615786506979715]",26,dim_2,,normalized_rms_difference,SmolVLA,1.789545861713291
"[1.463301357977124, 1.6518998640089073]",26,dim_3,,normalized_rms_difference,SmolVLA,1.559917003642847
"[1.600979435266114, 1.7857137805317724]",26,dim_4,,normalized_rms_difference,SmolVLA,1.6916611646963386
"[0.9559162237738633, 1.106093023720407]",26,dim_5,,normalized_rms_difference,SmolVLA,1.034212385344087
"[1.1905725507057041, 1.2593636589342205]",26,dim_6,,normalized_rms_difference,SmolVLA,1.2242508556716782
"[1.4921678614880112, 1.603683975331781]",26,translation,,normalized_rms_difference,SmolVLA,1.5456740784563667
"[1.3998375948530646, 1.5117448478977695]",26,rotation,,normalized_rms_difference,SmolVLA,1.4565545890210634
"[1.1905725507057041, 1.2593636589342208]",26,gripper,,normalized_rms_difference,SmolVLA,1.2242508556716782
"[1.461939226414934, 1.5442804625219977]",26,arm,,normalized_rms_difference,SmolVLA,1.5017755537380173
"[0.35349251977340435, 0.3955221510367949]",26,gripper,20293,gripper_sign_disagreement,raw_sign,0.3737742078549253
"[-0.30202804944272055, -0.2211335412451896]",27,dim_0,20120,autocorrelation,raw,-0.2606872948763499
"[0.08535668752133524, 0.15094904394144518]",27,dim_1,20120,autocorrelation,raw,0.1187524425264171
"[-0.37573978486938153, -0.3303891734351403]",27,dim_2,20120,autocorrelation,raw,-0.3526303780449065
"[-0.05651929113305859, 0.03910336722557699]",27,dim_3,20120,autocorrelation,raw,-0.008014742679367368
"[-0.04207440670266364, 0.05253057686652223]",27,dim_4,20120,autocorrelation,raw,0.007221809940193944
"[0.17080944788035352, 0.2682349033066819]",27,dim_5,20120,autocorrelation,raw,0.22265774975629055
"[0.194632382877898, 0.27867472611104116]",27,dim_6,20120,autocorrelation,raw,0.2392242370776569
"[1.5198255324331837, 1.7267180457248406]",27,dim_0,,normalized_rms_difference,ACT,1.6205624897707271
"[1.131783928804213, 1.2064215018471964]",27,dim_1,,normalized_rms_difference,ACT,1.1706963347479988
"[1.7281365391273105, 1.8642016898098226]",27,dim_2,,normalized_rms_difference,ACT,1.7940338092451402
"[1.467340397516441, 1.6584891227062553]",27,dim_3,,normalized_rms_difference,ACT,1.565495349344205
"[1.593719919116876, 1.776346579732329]",27,dim_4,,normalized_rms_difference,ACT,1.6836022502880814
"[0.9634632320235571, 1.118744306931127]",27,dim_5,,normalized_rms_difference,ACT,1.0440020810314457
"[1.211285300510915, 1.280444154693435]",27,dim_6,,normalized_rms_difference,ACT,1.2448068285029645
"[1.4992367133063509, 1.606629853541729]",27,translation,,normalized_rms_difference,ACT,1.5508395575901166
"[1.4004191752764572, 1.5121775091824219]",27,rotation,,normalized_rms_difference,ACT,1.4577645638889947
"[1.211285300510915, 1.280444154693435]",27,gripper,,normalized_rms_difference,ACT,1.244806828502964
"[1.4661826196184704, 1.5455000272205586]",27,arm,,normalized_rms_difference,ACT,1.5050217369056136
"[1.5198255324331837, 1.7267180457248406]",27,dim_0,,normalized_rms_difference,SmolVLA,1.6205624897707271
"[1.131783928804213, 1.2064215018471964]",27,dim_1,,normalized_rms_difference,SmolVLA,1.1706963347479988
"[1.7281365391273105, 1.8642016898098226]",27,dim_2,,normalized_rms_difference,SmolVLA,1.7940338092451402
"[1.467340397516441, 1.6584891227062553]",27,dim_3,,normalized_rms_difference,SmolVLA,1.565495349344205
"[1.593719919116876, 1.776346579732329]",27,dim_4,,normalized_rms_difference,SmolVLA,1.6836022502880814
"[0.9634632320235571, 1.118744306931127]",27,dim_5,,normalized_rms_difference,SmolVLA,1.0440020810314457
"[1.211285300510915, 1.280444154693435]",27,dim_6,,normalized_rms_difference,SmolVLA,1.2448068285029645
"[1.4992367133063509, 1.606629853541729]",27,translation,,normalized_rms_difference,SmolVLA,1.5508395575901166
"[1.4004191752764572, 1.5121775091824219]",27,rotation,,normalized_rms_difference,SmolVLA,1.4577645638889947
"[1.211285300510915, 1.280444154693435]",27,gripper,,normalized_rms_difference,SmolVLA,1.244806828502964
"[1.4661826196184704, 1.5455000272205586]",27,arm,,normalized_rms_difference,SmolVLA,1.5050217369056136
"[0.36589914197576456, 0.40887426936249827]",27,gripper,20120,gripper_sign_disagreement,raw_sign,0.3864314115308151
"[-0.29786100653390235, -0.22009436918332617]",28,dim_0,19947,autocorrelation,raw,-0.2585768899703406
"[0.05898403144360774, 0.12583556430776047]",28,dim_1,19947,autocorrelation,raw,0.09248472652356966
"[-0.38248423657567165, -0.3349989257273776]",28,dim_2,19947,autocorrelation,raw,-0.35888744944929835
"[-0.06175719686417906, 0.03488861430190239]",28,dim_3,19947,autocorrelation,raw,-0.012795859632704824
"[-0.031772264596418125, 0.06200055000715286]",28,dim_4,19947,autocorrelation,raw,0.01696950121203657
"[0.1539130115991529, 0.2502001969653709]",28,dim_5,19947,autocorrelation,raw,0.20447900797261717
"[0.17021728035665953, 0.2551940900056519]",28,dim_6,19947,autocorrelation,raw,0.21545176308969557
"[1.5176005086969842, 1.7209676640277147]",28,dim_0,,normalized_rms_difference,ACT,1.6150496266247318
"[1.1481636766629126, 1.22297385458687]",28,dim_1,,normalized_rms_difference,ACT,1.1875246200159857
"[1.7321985510588163, 1.8649432242042527]",28,dim_2,,normalized_rms_difference,ACT,1.7960278069960394
"[1.4725931442377245, 1.664911564898132]",28,dim_3,,normalized_rms_difference,ACT,1.5705490656326127
"[1.5847815112997845, 1.7647222427975793]",28,dim_4,,normalized_rms_difference,ACT,1.674182163569906
"[0.9695197307896718, 1.1281871809238502]",28,dim_5,,normalized_rms_difference,ACT,1.0524688130755329
"[1.2315318094912433, 1.3009085597926167]",28,dim_6,,normalized_rms_difference,ACT,1.2650589674039459
"[1.5046175228625465, 1.6089990989016305]",28,translation,,normalized_rms_difference,ACT,1.5539536568709509
"[1.3996263690467663, 1.5132784213723005]",28,rotation,,normalized_rms_difference,ACT,1.457989584653208
"[1.2315318094912433, 1.3009085597926167]",28,gripper,,normalized_rms_difference,ACT,1.2650589674039452
"[1.4686486523533042, 1.5460904084563103]",28,arm,,normalized_rms_difference,ACT,1.5067358090687024
"[1.5176005086969842, 1.7209676640277147]",28,dim_0,,normalized_rms_difference,SmolVLA,1.6150496266247318
"[1.1481636766629126, 1.22297385458687]",28,dim_1,,normalized_rms_difference,SmolVLA,1.1875246200159857
"[1.7321985510588163, 1.8649432242042527]",28,dim_2,,normalized_rms_difference,SmolVLA,1.7960278069960394
"[1.4725931442377245, 1.664911564898132]",28,dim_3,,normalized_rms_difference,SmolVLA,1.5705490656326127
"[1.5847815112997845, 1.7647222427975793]",28,dim_4,,normalized_rms_difference,SmolVLA,1.674182163569906
"[0.9695197307896718, 1.1281871809238502]",28,dim_5,,normalized_rms_difference,SmolVLA,1.0524688130755329
"[1.2315318094912433, 1.3009085597926167]",28,dim_6,,normalized_rms_difference,SmolVLA,1.2650589674039459
"[1.5046175228625465, 1.6089990989016305]",28,translation,,normalized_rms_difference,SmolVLA,1.5539536568709509
"[1.3996263690467663, 1.5132784213723005]",28,rotation,,normalized_rms_difference,SmolVLA,1.457989584653208
"[1.2315318094912433, 1.3009085597926167]",28,gripper,,normalized_rms_difference,SmolVLA,1.2650589674039452
"[1.4686486523533042, 1.5460904084563103]",28,arm,,normalized_rms_difference,SmolVLA,1.5067358090687024
"[0.3782333026350358, 0.42204818784618975]",28,gripper,19947,gripper_sign_disagreement,raw_sign,0.39910763523336845
"[-0.2908988029133602, -0.21580741637106016]",29,dim_0,19774,autocorrelation,raw,-0.25297662720107345
"[0.0336818108272763, 0.10072251516850933]",29,dim_1,19774,autocorrelation,raw,0.06727871335118842
"[-0.38801191397587226, -0.3356794742927584]",29,dim_2,19774,autocorrelation,raw,-0.3623841094955789
"[-0.06687486310061302, 0.030528895492444287]",29,dim_3,19774,autocorrelation,raw,-0.016938489177351964
"[-0.02049875760460425, 0.07255342655248473]",29,dim_4,19774,autocorrelation,raw,0.027908820031773363
"[0.13761150852561407, 0.2330589947030364]",29,dim_5,19774,autocorrelation,raw,0.18761529804218044
"[0.14608809220083063, 0.23228514504558087]",29,dim_6,19774,autocorrelation,raw,0.19188502225408685
"[1.51039998472212, 1.7091599676256386]",29,dim_0,,normalized_rms_difference,ACT,1.607086753302292
"[1.1637559929489005, 1.2392687690834543]",29,dim_1,,normalized_rms_difference,ACT,1.203379132804102
"[1.733117082616181, 1.861495498014943]",29,dim_2,,normalized_rms_difference,ACT,1.795738055584215
"[1.4761236700057625, 1.6700491850095993]",29,dim_3,,normalized_rms_difference,ACT,1.5753418431909425
"[1.5772236092749792, 1.7539488544102937]",29,dim_4,,normalized_rms_difference,ACT,1.6637457943879561
"[0.9763860801764332, 1.1353237237021419]",29,dim_5,,normalized_rms_difference,ACT,1.059552585927834
"[1.2511377809326958, 1.320413272012012]",29,dim_6,,normalized_rms_difference,ACT,1.2848646000584227
"[1.507153684295985, 1.6069112794243994]",29,translation,,normalized_rms_difference,ACT,1.555155333525822
"[1.3990459901558434, 1.5129867490214188]",29,rotation,,normalized_rms_difference,ACT,1.4574410992784814
"[1.2511377809326956, 1.320413272012012]",29,gripper,,normalized_rms_difference,ACT,1.2848646000584218
"[1.4702151636983984, 1.545194680208375]",29,arm,,normalized_rms_difference,ACT,1.5070903538374665
"[1.51039998472212, 1.7091599676256386]",29,dim_0,,normalized_rms_difference,SmolVLA,1.607086753302292
"[1.1637559929489005, 1.2392687690834543]",29,dim_1,,normalized_rms_difference,SmolVLA,1.203379132804102
"[1.733117082616181, 1.861495498014943]",29,dim_2,,normalized_rms_difference,SmolVLA,1.795738055584215
"[1.4761236700057625, 1.6700491850095993]",29,dim_3,,normalized_rms_difference,SmolVLA,1.5753418431909425
"[1.5772236092749792, 1.7539488544102937]",29,dim_4,,normalized_rms_difference,SmolVLA,1.6637457943879561
"[0.9763860801764332, 1.1353237237021419]",29,dim_5,,normalized_rms_difference,SmolVLA,1.059552585927834
"[1.2511377809326958, 1.320413272012012]",29,dim_6,,normalized_rms_difference,SmolVLA,1.2848646000584227
"[1.507153684295985, 1.6069112794243994]",29,translation,,normalized_rms_difference,SmolVLA,1.555155333525822
"[1.3990459901558434, 1.5129867490214188]",29,rotation,,normalized_rms_difference,SmolVLA,1.4574410992784814
"[1.2511377809326956, 1.320413272012012]",29,gripper,,normalized_rms_difference,SmolVLA,1.2848646000584218
"[1.4702151636983984, 1.545194680208375]",29,arm,,normalized_rms_difference,SmolVLA,1.5070903538374665
"[0.3903721035179504, 0.43479872229064037]",29,gripper,19774,gripper_sign_disagreement,raw_sign,0.41170223525842015
"[-0.28056095969296635, -0.20782483197969961]",30,dim_0,19601,autocorrelation,raw,-0.2439369093545372
"[0.00847835182987993, 0.07785916867695797]",30,dim_1,19601,autocorrelation,raw,0.04330827693133857
"[-0.3918763986795864, -0.3330732910228356]",30,dim_2,19601,autocorrelation,raw,-0.3631700770016344
"[-0.07070317427471424, 0.02829642656073498]",30,dim_3,19601,autocorrelation,raw,-0.0205104496403096
"[-0.008392602908027014, 0.08425702995785146]",30,dim_4,19601,autocorrelation,raw,0.03983312734207389
"[0.12286693949870582, 0.2175562973513964]",30,dim_5,19601,autocorrelation,raw,0.17195345969707146
"[0.12220475311031505, 0.21010227363316675]",30,dim_6,19601,autocorrelation,raw,0.16870421573151043
"[1.500855565126685, 1.6972098391533688]",30,dim_0,,normalized_rms_difference,ACT,1.59665076272373
"[1.1781869511723633, 1.2545324423016648]",30,dim_1,,normalized_rms_difference,ACT,1.2181627483444808
"[1.7322610813661803, 1.85909635815083]",30,dim_2,,normalized_rms_difference,ACT,1.7933202038806668
"[1.4814936090530042, 1.6751193532465172]",30,dim_3,,normalized_rms_difference,ACT,1.5799936267807928
"[1.5666575148372335, 1.7420881949310907]",30,dim_4,,normalized_rms_difference,ACT,1.6524305641593622
"[0.9814285842520278, 1.1443219659735533]",30,dim_5,,normalized_rms_difference,ACT,1.0654171937135952
"[1.269746944778834, 1.3402195205763074]",30,dim_6,,normalized_rms_difference,ACT,1.304083882147136
"[1.5077319024815174, 1.6051522410920127]",30,translation,,normalized_rms_difference,ACT,1.5544786364144778
"[1.3991983224282554, 1.5114335701798052]",30,rotation,,normalized_rms_difference,ACT,1.456253231950234
"[1.269746944778834, 1.3402195205763074]",30,gripper,,normalized_rms_difference,ACT,1.3040838821471359
"[1.4704018341490974, 1.5429674215562876]",30,arm,,normalized_rms_difference,ACT,1.5061668743261014
"[1.500855565126685, 1.6972098391533688]",30,dim_0,,normalized_rms_difference,SmolVLA,1.59665076272373
"[1.1781869511723633, 1.2545324423016648]",30,dim_1,,normalized_rms_difference,SmolVLA,1.2181627483444808
"[1.7322610813661803, 1.85909635815083]",30,dim_2,,normalized_rms_difference,SmolVLA,1.7933202038806668
"[1.4814936090530042, 1.6751193532465172]",30,dim_3,,normalized_rms_difference,SmolVLA,1.5799936267807928
"[1.5666575148372335, 1.7420881949310907]",30,dim_4,,normalized_rms_difference,SmolVLA,1.6524305641593622
"[0.9814285842520278, 1.1443219659735533]",30,dim_5,,normalized_rms_difference,SmolVLA,1.0654171937135952
"[1.269746944778834, 1.3402195205763074]",30,dim_6,,normalized_rms_difference,SmolVLA,1.304083882147136
"[1.5077319024815174, 1.6051522410920127]",30,translation,,normalized_rms_difference,SmolVLA,1.5544786364144778
"[1.3991983224282554, 1.5114335701798052]",30,rotation,,normalized_rms_difference,SmolVLA,1.456253231950234
"[1.269746944778834, 1.3402195205763074]",30,gripper,,normalized_rms_difference,SmolVLA,1.3040838821471359
"[1.4704018341490974, 1.5429674215562876]",30,arm,,normalized_rms_difference,SmolVLA,1.5061668743261014
"[0.4020710928195046, 0.44794054674914113]",30,gripper,19601,gripper_sign_disagreement,raw_sign,0.4241110147441457
"[-0.26708261632378794, -0.19623630520092383]",31,dim_0,19428,autocorrelation,raw,-0.23160624520459724
"[-0.015027466805415817, 0.05551177147794134]",31,dim_1,19428,autocorrelation,raw,0.020726136786481168
"[-0.39321046488777367, -0.32813274993766384]",31,dim_2,19428,autocorrelation,raw,-0.3613335814058129
"[-0.07513584808293673, 0.026009112597766608]",31,dim_3,19428,autocorrelation,raw,-0.023464854798740865
"[0.0032557015621274563, 0.09697153370348482]",31,dim_4,19428,autocorrelation,raw,0.052338696982518286
"[0.10836620420830374, 0.20271879300417278]",31,dim_5,19428,autocorrelation,raw,0.15736508261263552
"[0.09803021395291704, 0.18687133581916843]",31,dim_6,19428,autocorrelation,raw,0.14572475105753696
"[1.4917602995606138, 1.6815247863566172]",31,dim_0,,normalized_rms_difference,ACT,1.5839066444365242
"[1.191441440110371, 1.268108930271661]",31,dim_1,,normalized_rms_difference,ACT,1.231743945044965
"[1.730431501855502, 1.8530699662164576]",31,dim_2,,normalized_rms_difference,ACT,1.7890227937472318
"[1.4832341681105705, 1.6823428792014656]",31,dim_3,,normalized_rms_difference,ACT,1.5843024133488393
"[1.554249256292605, 1.728907173717609]",31,dim_4,,normalized_rms_difference,ACT,1.640863943839227
"[0.9834624571010322, 1.1490586359717063]",31,dim_5,,normalized_rms_difference,ACT,1.0702674590378423
"[1.2890707093052545, 1.359557086962796]",31,dim_6,,normalized_rms_difference,ACT,1.3228908773998524
"[1.507454538657632, 1.6010063436740662]",31,translation,,normalized_rms_difference,ACT,1.552047675491129
"[1.3961311704011188, 1.5099659658532796]",31,rotation,,normalized_rms_difference,ACT,1.4546386782760288
"[1.2890707093052542, 1.359557086962796]",31,gripper,,normalized_rms_difference,ACT,1.3228908773998527
"[1.469200727494932, 1.5408741707141325]",31,arm,,normalized_rms_difference,ACT,1.504131920965387
"[1.4917602995606138, 1.6815247863566172]",31,dim_0,,normalized_rms_difference,SmolVLA,1.5839066444365242
"[1.191441440110371, 1.268108930271661]",31,dim_1,,normalized_rms_difference,SmolVLA,1.231743945044965
"[1.730431501855502, 1.8530699662164576]",31,dim_2,,normalized_rms_difference,SmolVLA,1.7890227937472318
"[1.4832341681105705, 1.6823428792014656]",31,dim_3,,normalized_rms_difference,SmolVLA,1.5843024133488393
"[1.554249256292605, 1.728907173717609]",31,dim_4,,normalized_rms_difference,SmolVLA,1.640863943839227
"[0.9834624571010322, 1.1490586359717063]",31,dim_5,,normalized_rms_difference,SmolVLA,1.0702674590378423
"[1.2890707093052545, 1.359557086962796]",31,dim_6,,normalized_rms_difference,SmolVLA,1.3228908773998524
"[1.507454538657632, 1.6010063436740662]",31,translation,,normalized_rms_difference,SmolVLA,1.552047675491129
"[1.3961311704011188, 1.5099659658532796]",31,rotation,,normalized_rms_difference,SmolVLA,1.4546386782760288
"[1.2890707093052542, 1.359557086962796]",31,gripper,,normalized_rms_difference,SmolVLA,1.3228908773998527
"[1.469200727494932, 1.5408741707141325]",31,arm,,normalized_rms_difference,SmolVLA,1.504131920965387
"[0.414402129008088, 0.4609601618386695]",31,gripper,19428,gripper_sign_disagreement,raw_sign,0.4364319538809965
"[-0.2516529367750983, -0.18102916410302736]",32,dim_0,19255,autocorrelation,raw,-0.216077688100042
"[-0.036493201792198546, 0.03534355953879032]",32,dim_1,19255,autocorrelation,raw,-0.0003185030007634979
"[-0.39277356689757337, -0.3204651077925253]",32,dim_2,19255,autocorrelation,raw,-0.35694641755899764
"[-0.07692731983523297, 0.02407019815683042]",32,dim_3,19255,autocorrelation,raw,-0.025690108715493175
"[0.016277865876260365, 0.11092676781205438]",32,dim_4,19255,autocorrelation,raw,0.0654662071364334
"[0.09588813070258528, 0.18890131824969683]",32,dim_5,19255,autocorrelation,raw,0.14383462579508294
"[0.07428433317728708, 0.16495368785690445]",32,dim_6,19255,autocorrelation,raw,0.1229187269623075
"[1.4780712268266278, 1.6649983596428635]",32,dim_0,,normalized_rms_difference,ACT,1.5689798709020566
"[1.2044810375355488, 1.2807590789078043]",32,dim_1,,normalized_rms_difference,ACT,1.244133669122234
"[1.7252487390339488, 1.84605303289018]",32,dim_2,,normalized_rms_difference,ACT,1.783048172167726
"[1.4875635396497302, 1.6853696161631482]",32,dim_3,,normalized_rms_difference,ACT,1.5882145113316337
"[1.545050969626806, 1.7173234554450778]",32,dim_4,,normalized_rms_difference,ACT,1.6292877392054876
"[0.9872726252598827, 1.1530326507351014]",32,dim_5,,normalized_rms_difference,ACT,1.0743752466548397
"[1.3070817423664234, 1.3783903904710206]",32,dim_6,,normalized_rms_difference,ACT,1.3412993893889478
"[1.504778383785568, 1.5953092994145264]",32,translation,,normalized_rms_difference,ACT,1.547990870581397
"[1.3940137657197156, 1.5073041253796664]",32,rotation,,normalized_rms_difference,ACT,1.4527314550820414
"[1.3070817423664234, 1.3783903904710202]",32,gripper,,normalized_rms_difference,ACT,1.3412993893889478
"[1.467441619518597, 1.5360130827227685]",32,arm,,normalized_rms_difference,ACT,1.501116986778202
"[1.4780712268266278, 1.6649983596428635]",32,dim_0,,normalized_rms_difference,SmolVLA,1.5689798709020566
"[1.2044810375355488, 1.2807590789078043]",32,dim_1,,normalized_rms_difference,SmolVLA,1.244133669122234
"[1.7252487390339488, 1.84605303289018]",32,dim_2,,normalized_rms_difference,SmolVLA,1.783048172167726
"[1.4875635396497302, 1.6853696161631482]",32,dim_3,,normalized_rms_difference,SmolVLA,1.5882145113316337
"[1.545050969626806, 1.7173234554450778]",32,dim_4,,normalized_rms_difference,SmolVLA,1.6292877392054876
"[0.9872726252598827, 1.1530326507351014]",32,dim_5,,normalized_rms_difference,SmolVLA,1.0743752466548397
"[1.3070817423664234, 1.3783903904710206]",32,dim_6,,normalized_rms_difference,SmolVLA,1.3412993893889478
"[1.504778383785568, 1.5953092994145264]",32,translation,,normalized_rms_difference,SmolVLA,1.547990870581397
"[1.3940137657197156, 1.5073041253796664]",32,rotation,,normalized_rms_difference,SmolVLA,1.4527314550820414
"[1.3070817423664234, 1.3783903904710202]",32,gripper,,normalized_rms_difference,SmolVLA,1.3412993893889478
"[1.467441619518597, 1.5360130827227685]",32,arm,,normalized_rms_difference,SmolVLA,1.501116986778202
"[0.4260631697386483, 0.47381954436301016]",32,gripper,19255,gripper_sign_disagreement,raw_sign,0.4486626850168787
