run_dir,task_id,strategy,arm_horizon,gripper_horizon,episodes,successes,success_rate,environment_steps,policy_queries,query_rate,actions,out_of_bounds_by_dimension,metadata_sha256,episodes_sha256,steps_sha256,summary_sha256,checkpoint,lerobot_commit,temporal_ensemble_coeff,issues
experiments/runs/libero_object_cross_task/task_9/group_arm4_grip16,9,groupwise_fixed,4,16,20,20,1.0,2439,619,0.25379253792537926,2439,"[0, 0, 1, 0, 0, 0, 2320]",4b1654a4478c459169828591b0975e7ffbdba7f5e80474e216ba663b30d5c66b,0ccf3d929d8459e3c16a660bdf87d5812df06434cfb0c6f72c7245c6ab0e12e4,b4cf26a46ca07749c72d5b9825d878c194e5b8be4715202bd03b517aee55e57c,b83c39f1bfc986cd3651d25115273cf721ab91f93e309a673269d7b190bcd96e,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm8_grip16,9,groupwise_fixed,8,16,20,18,0.9,2720,348,0.12794117647058822,2720,"[0, 0, 4, 0, 0, 0, 2432]",4a122f75598d41c0d0fbfaa814477e6401a308367c012294fc82c8ed164a3fde,c37572ea63dcbef570699aca7e3a4cbf5666a285eb9ddcf40be4017887e2306f,a6879337e63965bdeaf08484e67c38ba7e6c249674f1f1687b3ec713d37c07ef,2212a7e091cd63f61cbcf7c3604460ffd75f697c0e1d9f4339dbfbf317275f78,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm8_grip2,9,groupwise_fixed,8,2,20,17,0.85,2991,1501,0.5018388498829823,2991,"[0, 0, 4, 0, 0, 0, 2645]",be6f8bd3ad0e3b50172b6221010823f72295feddcb745f76e3bdc67ac5e6b766,f7d7db05e78dbd19903c82bdbbb98a6d6c3daad4e6da5556d5b19a10578a7317,e720878220768083a3a6be21b9d21b3010e6cc5f8dae322d61f28dbdf44b8af3,d38d99d7936af5712c3a32df8ec649b2bf491fa9ddea1e68fcf67b405be3c4de,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm8_grip8,9,groupwise_fixed,8,8,20,18,0.9,2713,348,0.1282712863988205,2713,"[0, 0, 3, 0, 0, 0, 2470]",5cc1e3cf402db99922a85ba728eef12a589ac798032e2f572fc7508280f74073,36144bfcbcbcdbc44643dca93b397131372a08ccd221097c75d23169cbf1d279,f144761818fd1e93e35265075ee82a2cd2fe21698d0f07470a29925583106063,a53592fba402bb3cd5e5fa1ae4dc72d1766e13cdb7cdf9ae4d44ee0a67087c6b,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/video_replays/4,1,global_fixed,4,4,1,0,0.0,280,70,0.25,280,"[0, 0, 0, 0, 0, 0, 280]",dbe6db8a8193dd8429caccef57563afca5b7566df48da4802fa86f8912f66ecf,3a949af03886ae8272f4d78fe7a9c485feb1752b6254b2fc71520e47d4c0ada4,8f70f185d8f1eeac93d04b7b21b83d3998ae1d7711de3d544c2a32f8570984ec,2d40fca9b666c7c3a397c4adede5b404c60555be276e3b742f87ad928a833773,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
"experiments/runs/libero_object_cross_task/video_replays/arm=16,gripper=2",1,groupwise_fixed,16,2,1,0,0.0,280,140,0.5,280,"[0, 0, 0, 0, 0, 0, 274]",c56a81ba8fb2e46bd9af0fac228b1aac8d2f2ce86cd2d902687e3d639cbd06e2,f75ae50f7318f24e2826a82a51515358ae3447f52a8671cccf4a0b5736ec5f99,3af861cf71691c61015bdcf065799c621445da5b9464c880b6a2685b660617df,853018779a763db4941563af42f57c4243fd0912395062abb28be4a5750946cd,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
"experiments/runs/libero_object_cross_task/video_replays/arm=16,gripper=8",3,groupwise_fixed,16,8,1,0,0.0,280,35,0.125,280,"[0, 0, 0, 0, 0, 0, 137]",2d8cfdafa56f904bfbe6296e354a341e6a4e92fb4bac2ac90790304790e213eb,68693f205fca5d11cf28f1c2b0d111f072e8095c66c4f5d4310b85546a02008b,01de3dfc4be7abe92b84aaf322b116fa885744735bbfd78f53d7812bbddf5e5e,65a4f97da3d6991aa900470184c17e417756eb17a4b85a0dceb2f9d4309bd47f,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
"experiments/runs/libero_object_cross_task/video_replays/arm=2,gripper=16",1,groupwise_fixed,2,16,1,1,1.0,169,85,0.5029585798816568,169,"[0, 0, 0, 0, 0, 0, 146]",f087c0e3de07846d42f880735ba465a819b34c0bd62f4d75b48754783ef25770,1b0dd4a2923479a7796d9db503039130f086274fb2b8871643016eada68d2fa5,142390e9a5c6f7945e44f81bfa54e41b67d911e3c7f80347df46180a04dc2b82,49b2365ebc6e04b9f7073ba24350380a2a755a682a6f4efecfd4839d7908cb67,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/video_replays/task3_init11_global_h16,3,global_fixed,16,16,1,0,0.0,280,18,0.06428571428571428,280,"[0, 0, 0, 0, 0, 0, 201]",eb8a36afde96e13015c2fb52f99f2bb1863c4265013553931701bfe6473f754a,4aecc641a6f8da6d2abe4fe1072dbcb08cdf25c7a64db1fb7b5c586fc5b29786,5c3945001cc14816e5e3d408550c59e6cabc17562ba3aa77b81494c9ecea7ec3,0bd3a4b931a29e41c81e5092333ae1a7957ab3ac135b3c7bfd71f06a835e1978,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/video_replays/unused,3,global_fixed,4,4,1,0,0.0,280,70,0.25,280,"[0, 0, 0, 0, 0, 0, 178]",367b274d5e705f9709fb0e468fce07757de86f7d2a020e3279be532da4b840c3,93e67ab523781e8c7d7d5677c8dd0d94cf358b32efecead7f808ada3f5b298be,9a313660a85dd4f9ec794afe84db4e7981084532714cdb649ea821c7f18f7495,2d40fca9b666c7c3a397c4adede5b404c60555be276e3b742f87ad928a833773,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_global_h1,0,global_fixed,1,1,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",b5d0f34f84dc561b93f000bcdde0eaa85e1e6f73d4f4046e9709cbadbe51256f,,b6bc9c7502b52d9a81274e462981aafb883cdce87ba12bb2dc6dbec146691e95,993f117c5060182183d3bb769b68d6cdb99ba37f91592eb390660ec07593e1c6,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch']"
experiments/runs/libero_object_global_h16,0,global_fixed,16,16,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",aa2870257781909cc61c40464106b97c785861c06e80d78bcccc9537840f9183,,4e53f2fa9c6811566533430cc5a7a7d62098e8e98d27b1b2d32f39d320ebec63,de8e9ba2da9c4c870c0c87b4996416341aea74106c15430d29831da81fec5bc4,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch', 'summary_successes_mismatch']"
experiments/runs/libero_object_global_h2,0,global_fixed,2,2,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",7fbcdb61490d218c9050f80da202dc136268c52b24bbc1616eea97f848994be0,,75abf0b5d6e1c0f6b14610cdcf08f572385783b8fed633997f5f12112c247de6,cf6f9385176c927d3142def3d8b52912386167e1d3d5c3ec22863f5f45507e65,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch']"
experiments/runs/libero_object_global_h4,0,global_fixed,4,4,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",8129d11100894bcb28e856965cfaca7575b65d96d752da21d5da82fb43ef60a8,,daa557e2df7fb6c225f8bcaf1280c3aeeb2ae63bfe50da2d23256063ab67997e,ab8111a264f8cbaf94c53cbaf7c394af868a1afaaa30bef1ba937083a9166d1b,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch', 'summary_successes_mismatch']"
experiments/runs/libero_object_global_h8,0,global_fixed,8,8,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",293ca3607b49bbbe6dbf4aee76b7c860c94a769dfd8268a1939ebf06f9a68592,,64e22626429ced1eedca6fc9a66c50f4f66bc8f6e002263fbc5dda9dd49c5544,bb01821eca29ca0e2afd1deadfc0a378a8fc141e7eabb3bae099cd2ec45b648a,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch', 'summary_successes_mismatch']"
experiments/runs/libero_object_group_arm16_gripper2,0,groupwise_fixed,16,2,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",e37aeb608359916273a0a2048c082afb8030e64d27ededb5fdea940895c0ebaa,,a8f6dc1399b1c85313759c367fba1f3fc17f9439b6d8b059dd4bf087b9117b67,822b2ef7a5576a484b57dc74195a1fa5f4308d7b4e3f0d530005905da24a91c7,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch', 'summary_successes_mismatch']"
experiments/runs/libero_object_group_arm8_gripper2,0,groupwise_fixed,8,2,0,0,,0,0,,0,"[0, 0, 0, 0, 0, 0, 0]",f3277bc85b64b8095d41cc9912687aa9bdecdb409b13af96e5781216911c9b38,,f736251ea1b1e7cb0ed5fc69d9696143c2f68518f88312487450adf59df26c62,53146783ed916794de40f5db53ed1c046ff763d0d36a698ba9232c85995540a5,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,"['episodes_log_missing', 'summary_environment_steps_mismatch', 'summary_episodes_mismatch', 'summary_policy_queries_mismatch', 'summary_successes_mismatch']"
experiments/runs/libero_pairing_sanity/global_h8,0,global_fixed,8,8,2,2,1.0,301,38,0.12624584717607973,301,"[0, 0, 1, 0, 0, 0, 262]",f4d7bba3bb413df32eeb1254e10d68f066b41f972c5f0f05fbf1fd846b7e7b71,325a94380164c41c4777dd7a25fac96090ba91852c214d3014449a4f50d04263,7bc08aa01237803bf6220c1f261dd85d1d35f7a6b637adb247518c5489d2d36a,311b12f15e8bcf0b650fff71d49b6435116dcc74263fce80a090af8c337b0c1c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_pairing_sanity/group_arm8_grip8,0,groupwise_fixed,8,8,2,2,1.0,301,38,0.12624584717607973,301,"[0, 0, 1, 0, 0, 0, 262]",ae6ebfe09fe97649b86e94ad38b0256fcab34b130d6f322e87871e671ff6b8ed,7574289dac77ef12affe3f78a50d91f5d64684d34c49228f1c0bc48fca78888e,7bc08aa01237803bf6220c1f261dd85d1d35f7a6b637adb247518c5489d2d36a,311b12f15e8bcf0b650fff71d49b6435116dcc74263fce80a090af8c337b0c1c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/global_h1,0,global_fixed,1,1,20,14,0.7,4039,4039,1.0,4039,"[0, 7, 33, 0, 0, 0, 3099]",2a77116bfb3a0a61b9d71cf75e6e21c6231c834aa436835e987828604290d0bf,89e03c81fc709a68c363fb5473b518cbaf33a8025e5b869583737760cd3ef6ef,6099602f99b5805a4b47114a2927f2ec79e5fa9880b817cbaa98c92ddd64161f,6b21b368cbf1641fc32097ba17716742d739f8ac86a18dc4064d8ca9fb2299f7,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/global_h16,0,global_fixed,16,16,20,17,0.85,3275,215,0.06564885496183206,3275,"[0, 4, 42, 0, 0, 0, 2755]",7e5ab039021fa4fdd70e4b5b9b3b421e9e9de28453b44afcccad5e0a294f6ce0,56fc9efec7f7745e4a226e8eac971fdb2c8586741edea06b73807831b95a004c,515266ff4656579547be22cefe3fdacb10faa6bf03f31045abaa9999e213f711,43c67eb855bf11db103911e803c1b60f5fb6d3b0315a560ec018bce3980c18eb,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/global_h2,0,global_fixed,2,2,20,13,0.65,4209,2108,0.5008315514373961,4209,"[0, 7, 37, 0, 0, 0, 3216]",e6eb2e0356ce52647b1b38888d3104cdf5b12101e7cb7de1b7e369b2170bc951,28b555fd31f9a3338c695e43270514761039d9444eb90d8c4a7ad7723b9d855c,fb5b6af753d6ab18be7bae2f9b4c6fb85c11748006457430bffd32634639d0dd,62e14e33b5ba6e46b90de595dea3f83475a485720a2a389225a76133dee9bb82,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/global_h4,0,global_fixed,4,4,20,17,0.85,3428,864,0.25204200700116686,3428,"[0, 5, 45, 0, 0, 0, 2893]",315da7c3fee0221b367a7b2273b9e8671c4f554217f4fffc8c8b72ee0fc0602e,d97c7f3e32a149d7c4a15e64cea8de5443dd1d7fc8e402ef0654ac8eef1f7412,d78b3fe49fd60f9c46467a1fa077e4ca6287c89e3350c692aba3d0b9c406a3fa,b98c9954f50da95b4c5dabe622a0b39b8d6a5fb4c66bea690890de7c1cd62fad,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/global_h8,0,global_fixed,8,8,20,18,0.9,3109,397,0.12769379221614668,3109,"[0, 3, 40, 0, 0, 0, 2671]",0ff73b7bef387ad7a3db7b69379adb537d4a70329493626becd7a7531f1837e3,c00cc56c8e705ac94e68f9c2fc04ffcb4d074c5c98dbab6ebc1e8923813309e7,a16cbe4a01ac7cad49221f8b905ee0c968b2320b26f14bce6493213c7df8bc11,6c842893402a99128d4464df1240653678f6c32ead3e070218400394face47e3,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm16_grip1,0,groupwise_fixed,16,1,20,13,0.65,4125,4125,1.0,4125,"[0, 4, 62, 0, 0, 0, 3714]",18e328885124f3955f38ea03712a76e1a2694f09cdf9843644805aa81f87f09f,56cae0ddfa5dbc0c4f6231bd41f8d9ee9fc6e28bfdd56a863ecee0259bd6c9a6,cd7a537479591328db0f8c49b3e0ab5a5baeb57722fde08ef4418d89a2d8518c,4514b1ba0496ade00122cca256a2ee22c473ed7d904304fa31cc90bb8117145a,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm16_grip16,0,groupwise_fixed,16,16,20,17,0.85,3275,215,0.06564885496183206,3275,"[0, 4, 42, 0, 0, 0, 2755]",1d2587b41d22045e060c2bb166f02fa2d53127e6ccd8a2a34cb998dc27c7f88a,94a6c1b8a686325dedca0be80eaef6713156954d5bf461cce21b402a1ad2c5a3,515266ff4656579547be22cefe3fdacb10faa6bf03f31045abaa9999e213f711,43c67eb855bf11db103911e803c1b60f5fb6d3b0315a560ec018bce3980c18eb,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm16_grip2,0,groupwise_fixed,16,2,20,13,0.65,3930,1968,0.500763358778626,3930,"[0, 4, 50, 0, 0, 0, 3357]",e054ddabf06bf2ec3e09437b7a5fba9ddfef9eb994fdf227ef74b682db98563e,0ee86b120e03459b64978d876f6819fd713fbc7581671cd2b2186b33c16bb19a,0e23c231833115925d57b8879a7b99895c97a238e944249067f46564cf9eabcd,5923bfcaf1b57dc5b44e63fbae0eed6a798103ca6cb23dca53e1f6c3429463c2,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm16_grip4,0,groupwise_fixed,16,4,20,15,0.75,3568,897,0.25140134529147984,3568,"[0, 4, 47, 0, 0, 0, 3112]",f495bd9ba05613a9db1225b2ace5d32af232693d183c4434edf1974a36912170,d9969f9160f435611c20b63260d72b2b5868e2dca1651d80c05fc4ec3a02b752,76094ef439c348d12aad5989bc4609c33d79b951e167fc3c7123e3eae8fae121,3137719eda6e367d04d89e451fe23733baefd24c3049c411fde934a129a99641,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm16_grip8,0,groupwise_fixed,16,8,20,16,0.8,3580,454,0.12681564245810056,3580,"[0, 4, 64, 0, 0, 0, 2982]",61bf3642422032b20df833e21dd9bb4426b12ad6f9f3822b145bd3529ad0a1d8,d30ca96edc3f47f716732c8131b4cab0ee76ab6a5de8e350df2529257a059a8a,931c922f91538bcb0ff905e485f96f3117ec5c46df8a9100c94744f80a91f3d5,646438b82101fa574e6d61dd540f8d3eefe1a197ae58720e8fecfc54363982df,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm1_grip1,0,groupwise_fixed,1,1,20,14,0.7,4039,4039,1.0,4039,"[0, 7, 33, 0, 0, 0, 3099]",4df3fcf313dd595970cde0ba9148ffbdda3537eee052e66b4d149bd97f3c7cbf,1c488216935afcfafb28549d572acf12ea15654c36f1394a83340c0eebe0a259,6099602f99b5805a4b47114a2927f2ec79e5fa9880b817cbaa98c92ddd64161f,6b21b368cbf1641fc32097ba17716742d739f8ac86a18dc4064d8ca9fb2299f7,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm1_grip16,0,groupwise_fixed,1,16,20,16,0.8,3503,3503,1.0,3503,"[0, 7, 36, 0, 0, 0, 2957]",e667ab3c8a76d62c81603f7614e413c33cc7faac6a1ce684f8d495058762feb8,1ad7204e9f70c418efa0f9d5123361991c08f13c4c7ab8490622f1de62837c10,2b38c3bd3f648e642472692114acdca3649f41a4d9e4d91e4fbc15eda65b0a93,fce9e581919fca1c77e5cd05edb1433a302e5b9a83035402ab1d976b1ab6b5d8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm1_grip2,0,groupwise_fixed,1,2,20,13,0.65,3994,3994,1.0,3994,"[0, 7, 30, 0, 0, 0, 3223]",48460f5080b0c43ca5b94b7fe779506866703eb40348fd52fda7d5feab1aaaf6,75326f273cdf4f26703dbfc86872f703a6f21d35238ba2a4385055fae24f42be,bb9cc5e3f1e14ef172eeca1188d4c33042a5c6a266da4c11691876188f96e2f2,75e8b9226e527f207af8e680077704581b66c8c6a48052d2285d1146e84a0984,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm1_grip4,0,groupwise_fixed,1,4,20,14,0.7,3896,3896,1.0,3896,"[0, 7, 32, 0, 0, 0, 3021]",87b637fd1bda74fafa4e5f3e833b4127826c662357f01f8c1b9f9110f5d855f6,6be3086dcf634d68ab4eb1d291dbed51f79a85014ff587df9c334b6c154f764c,71bfb10bc0bbfc87e321a33a887cbec56436bab135e7652a7d3e65cf0bb6913c,8296ab0be186688bec2fb806e445652857e0c8631602dbb009dfe43eaddfbec1,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm1_grip8,0,groupwise_fixed,1,8,20,16,0.8,3627,3627,1.0,3627,"[0, 7, 34, 0, 0, 0, 2958]",370df749cfa907b871c1c558e3d10166ac50fe58b29224d6f4d3c931240a22fa,e1ed07c9ccc3ebb24ff166b56361fea8094d643b1508b39b356a9fde4278ca8a,95b653e5664581124bbb9afcbf911e334d87d0a5c2377ec2c9b6c5c82e91def3,d699aca6cbbf2db37a47ce15a84012a9f6799e6a1bcc71ab371be921391f5f20,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm2_grip1,0,groupwise_fixed,2,1,20,10,0.5,4464,4464,1.0,4464,"[0, 7, 44, 0, 0, 0, 2941]",34bd9c56bc00bf45b2c6d73957c53cb6f14d6d80c0e2a100d15c5e1632b9e461,f399bdd53ff198a900505091155886870fe99a1a3bee3e4d7d76ed145c3ef6ec,81e1793a1ba89ed3bdc0e01d12cf8760c55ba4b2ab4d434130e043b3c878e990,8baf4531a811ba66032276325c62000b26e2840de14812abb2d6a7a940d6e863,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm2_grip16,0,groupwise_fixed,2,16,20,18,0.9,3343,1676,0.5013460963206701,3343,"[0, 7, 46, 0, 0, 0, 2901]",33ee5d44b37c33f888e23b5c68b19e3f6b65f2e23674a972745203633d75869f,83414827c6cec50ed742fd1dfd7c1a45a7d96562165b5ccf66397c6a6089f8b6,1ba04995ccc564852b5d8d3f3f5f533aaea3aa34b0aebad40199ecac26a886dc,09e0942265e81ee69f84a06e268454a086a9ac2f6468c2baa970488900c15ae0,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm2_grip2,0,groupwise_fixed,2,2,20,13,0.65,4209,2108,0.5008315514373961,4209,"[0, 7, 37, 0, 0, 0, 3216]",c15ca01222312a4787cc4fbea2ca84f31b71ab7dc1bf99470e333dd180f93b86,f85b054aa30fa72cce8c34ad66e48348977259d949781f10857d8dd3c6500caf,fb5b6af753d6ab18be7bae2f9b4c6fb85c11748006457430bffd32634639d0dd,62e14e33b5ba6e46b90de595dea3f83475a485720a2a389225a76133dee9bb82,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm2_grip4,0,groupwise_fixed,2,4,20,18,0.9,3576,1794,0.5016778523489933,3576,"[0, 7, 39, 0, 0, 0, 2929]",3ce37cd3197457d1eee370de4090dc4763f25a549ef78a78970fd2dfaa8c33c0,84b2fd08d5a92cc431fc591eccaee6825ec16a9442cdf00f48e2d2ea78a59f47,c719cb338155bd6425b7300efda5cdcd5e0172362a8c71efd49975e6147b3f69,16f5447f29f36cb8d1886cf874c3c5201eaf9a4de9fda80c11c7a71a94fbdae6,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm2_grip8,0,groupwise_fixed,2,8,20,18,0.9,3339,1674,0.5013477088948787,3339,"[0, 7, 33, 0, 0, 0, 2917]",434c82620eee5b7fa502a4f822525946d9684b216019ae8601cc560ac780f438,a4b758007c3ac26e19e80161b2729a85916160c71a21efb393aee007f91bc7bb,70514134d0ae15a476425ff689e7f2810f1d63bcdf845a88721254ac1bc55999,d0d765181cd2f4c2b6f520bbf1e52ef8c2fb621885b7ca1ded4ef69758bd1427,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm4_grip1,0,groupwise_fixed,4,1,20,12,0.6,4517,4517,1.0,4517,"[0, 5, 52, 0, 0, 0, 3020]",fb7548c667549a13774f82ec898f401135189f820d038cc81ffde37a3b4dc2e5,d1fda969169df61b283a3ebd52f87e765afd9cbe7f7904c1e3be9a7606b131a2,879250a2d9a7cf43da0ed8896f3bbeb654995bb03a4dd31030641e22c7691672,92c6f91f98917ce243bebf8e91ea9d96a5d3342a463171fccafcdf128fe18fd0,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm4_grip16,0,groupwise_fixed,4,16,20,19,0.95,3115,786,0.2523274478330658,3115,"[0, 5, 49, 0, 0, 0, 2712]",355548262694b52d0924b164a1451f77c3093594d7a202c1e4cbacb92120cf31,5e1b94cd1c78e03de6864a272d7b3e4ac12e4bbe884bdd9b7aa0510e84b8b44f,eb430f8ac31589bf2f4dde197f46d97607c56c92e01f100d48257231b18fe7b4,82352b66e903eee81d9f94be8bf7d97773980e4519176f771dd5a7303eeb229c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm4_grip2,0,groupwise_fixed,4,2,20,13,0.65,4255,2130,0.500587544065805,4255,"[0, 5, 51, 0, 0, 0, 3028]",0a1bf9aa8437288fff68a4a3fff4ce124551449488a32fd3740a2f68bd842f58,9d12fa784b9a522f7b89bcad3c3f821adfeeb1b1c2ae3491b3d33c9396e1557b,5246b184d2f2e96b0fce273788b2b3baf8a16fa6a50f3c55b0ee49a4fea2ca67,7976c4cd84864a493de6832e8ceb6b50dbf40d947990c7e17b688404c4d896a1,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_static_grid_20/group_arm4_grip4,0,groupwise_fixed,4,4,20,17,0.85,3428,864,0.25204200700116686,3428,"[0, 5, 45, 0, 0, 0, 2893]",c793e7d6a53691337539dc9e72423205bedf0fe3a525d7963360109ed407b1d0,6c230e6b04c5e48d3a8380f5438702000cd5e6cc99afda2e907db8f5a7f6187a,d78b3fe49fd60f9c46467a1fa077e4ca6287c89e3350c692aba3d0b9c406a3fa,b98c9954f50da95b4c5dabe622a0b39b8d6a5fb4c66bea690890de7c1cd62fad,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
