cell_id,policy,suite,task_id,state_id,eligible_targets,metric,value,units
smolvla-libero_goal-task02-state16,SmolVLA,libero_goal,2,16,94,gripper,0.15584912359537456,controller_native_action
smolvla-libero_goal-task02-state16,SmolVLA,libero_goal,2,16,94,arm_original,0.08137882746995785,controller_native_action
smolvla-libero_goal-task02-state17,SmolVLA,libero_goal,2,17,76,translation,0.12079901733904659,controller_native_action
smolvla-libero_goal-task02-state17,SmolVLA,libero_goal,2,17,76,rotation,0.027944171172369164,controller_native_action
smolvla-libero_goal-task02-state17,SmolVLA,libero_goal,2,17,76,gripper,0.12497056674365957,controller_native_action
smolvla-libero_goal-task02-state17,SmolVLA,libero_goal,2,17,76,arm_original,0.0879386460932195,controller_native_action
smolvla-libero_goal-task02-state18,SmolVLA,libero_goal,2,18,285,translation,0.13720229236622755,controller_native_action
smolvla-libero_goal-task02-state18,SmolVLA,libero_goal,2,18,285,rotation,0.026989669022431953,controller_native_action
smolvla-libero_goal-task02-state18,SmolVLA,libero_goal,2,18,285,gripper,0.09193931335694316,controller_native_action
smolvla-libero_goal-task02-state18,SmolVLA,libero_goal,2,18,285,arm_original,0.09905092219381875,controller_native_action
smolvla-libero_goal-task02-state19,SmolVLA,libero_goal,2,19,89,translation,0.11572731366695531,controller_native_action
smolvla-libero_goal-task02-state19,SmolVLA,libero_goal,2,19,89,rotation,0.02988290415678587,controller_native_action
smolvla-libero_goal-task02-state19,SmolVLA,libero_goal,2,19,89,gripper,0.1024486816312141,controller_native_action
smolvla-libero_goal-task02-state19,SmolVLA,libero_goal,2,19,89,arm_original,0.08479069447958078,controller_native_action
smolvla-libero_10-task03-state10,SmolVLA,libero_10,3,10,237,translation,0.0923795104523221,controller_native_action
smolvla-libero_10-task03-state10,SmolVLA,libero_10,3,10,237,rotation,0.025137200784406347,controller_native_action
smolvla-libero_10-task03-state10,SmolVLA,libero_10,3,10,237,gripper,0.15794205707008618,controller_native_action
smolvla-libero_10-task03-state10,SmolVLA,libero_10,3,10,237,arm_original,0.06795357321968516,controller_native_action
smolvla-libero_10-task03-state11,SmolVLA,libero_10,3,11,505,translation,0.12270284854181701,controller_native_action
smolvla-libero_10-task03-state11,SmolVLA,libero_10,3,11,505,rotation,0.026008639543062657,controller_native_action
smolvla-libero_10-task03-state11,SmolVLA,libero_10,3,11,505,gripper,0.12017257983659184,controller_native_action
smolvla-libero_10-task03-state11,SmolVLA,libero_10,3,11,505,arm_original,0.08890130461586646,controller_native_action
smolvla-libero_10-task03-state12,SmolVLA,libero_10,3,12,505,translation,0.11647988738278048,controller_native_action
smolvla-libero_10-task03-state12,SmolVLA,libero_10,3,12,505,rotation,0.025697172326974525,controller_native_action
smolvla-libero_10-task03-state12,SmolVLA,libero_10,3,12,505,gripper,0.10395071202700978,controller_native_action
smolvla-libero_10-task03-state12,SmolVLA,libero_10,3,12,505,arm_original,0.08451375409457035,controller_native_action
smolvla-libero_10-task03-state13,SmolVLA,libero_10,3,13,200,translation,0.0886501283738273,controller_native_action
smolvla-libero_10-task03-state13,SmolVLA,libero_10,3,13,200,rotation,0.026244317608844846,controller_native_action
smolvla-libero_10-task03-state13,SmolVLA,libero_10,3,13,200,gripper,0.1040408466489712,controller_native_action
smolvla-libero_10-task03-state13,SmolVLA,libero_10,3,13,200,arm_original,0.06555082186385382,controller_native_action
smolvla-libero_10-task03-state14,SmolVLA,libero_10,3,14,215,translation,0.08703030837933207,controller_native_action
smolvla-libero_10-task03-state14,SmolVLA,libero_10,3,14,215,rotation,0.02433217201930342,controller_native_action
smolvla-libero_10-task03-state14,SmolVLA,libero_10,3,14,215,gripper,0.09012560255129431,controller_native_action
smolvla-libero_10-task03-state14,SmolVLA,libero_10,3,14,215,arm_original,0.06403182454357828,controller_native_action
smolvla-libero_10-task03-state15,SmolVLA,libero_10,3,15,193,translation,0.0910739935089446,controller_native_action
smolvla-libero_10-task03-state15,SmolVLA,libero_10,3,15,193,rotation,0.025815391302393995,controller_native_action
smolvla-libero_10-task03-state15,SmolVLA,libero_10,3,15,193,gripper,0.09758062507031676,controller_native_action
smolvla-libero_10-task03-state15,SmolVLA,libero_10,3,15,193,arm_original,0.06714129322131271,controller_native_action
smolvla-libero_10-task03-state16,SmolVLA,libero_10,3,16,505,translation,0.1173220318550957,controller_native_action
smolvla-libero_10-task03-state16,SmolVLA,libero_10,3,16,505,rotation,0.02751977019113667,controller_native_action
smolvla-libero_10-task03-state16,SmolVLA,libero_10,3,16,505,gripper,0.07377620382576075,controller_native_action
smolvla-libero_10-task03-state16,SmolVLA,libero_10,3,16,505,arm_original,0.08554035058277466,controller_native_action
smolvla-libero_10-task03-state17,SmolVLA,libero_10,3,17,505,translation,0.12119353707427422,controller_native_action
smolvla-libero_10-task03-state17,SmolVLA,libero_10,3,17,505,rotation,0.028560358187201904,controller_native_action
smolvla-libero_10-task03-state17,SmolVLA,libero_10,3,17,505,gripper,0.07300220310630101,controller_native_action
smolvla-libero_10-task03-state17,SmolVLA,libero_10,3,17,505,arm_original,0.0882993770696272,controller_native_action
smolvla-libero_10-task03-state18,SmolVLA,libero_10,3,18,192,translation,0.09011210171915542,controller_native_action
smolvla-libero_10-task03-state18,SmolVLA,libero_10,3,18,192,rotation,0.025482231945220455,controller_native_action
smolvla-libero_10-task03-state18,SmolVLA,libero_10,3,18,192,gripper,0.1338762151870579,controller_native_action
smolvla-libero_10-task03-state18,SmolVLA,libero_10,3,18,192,arm_original,0.06640434159805653,controller_native_action
smolvla-libero_10-task03-state19,SmolVLA,libero_10,3,19,505,translation,0.13062104988603587,controller_native_action
smolvla-libero_10-task03-state19,SmolVLA,libero_10,3,19,505,rotation,0.028228413274475155,controller_native_action
smolvla-libero_10-task03-state19,SmolVLA,libero_10,3,19,505,gripper,0.07200761811134743,controller_native_action
smolvla-libero_10-task03-state19,SmolVLA,libero_10,3,19,505,arm_original,0.09466674646996594,controller_native_action
