condition,model,group,offset,sample_count,positive_count,negative_count,positive_rate,auroc,auprc,brier,ece,undefined_discrimination,undefined_reason,empirical_brier,brier_skill_score_vs_empirical
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,79,170,63,107,0.37058823529411766,0.7534490431686693,0.6261848992152553,0.20137514190853426,0.09929470365247497,False,,0.23525343206531646,0.14400763406238482
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,80,167,62,105,0.3712574850299401,0.7502304147465437,0.6200087162959491,0.20327461614130657,0.10629575630131885,False,,0.23557750594495752,0.13712213173357257
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,81,166,61,105,0.3674698795180723,0.7525370804059328,0.6189874233277852,0.20084072652210422,0.1039401918907956,False,,0.23451793698774479,0.14360185365011313
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,82,164,60,104,0.36585365853658536,0.7536858974358974,0.6195427527296834,0.20013949067071868,0.10318889848482943,False,,0.234214988652722,0.14548811832247055
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,83,161,59,102,0.36645962732919257,0.7620471917580591,0.6288893549145003,0.19681487737881345,0.10356872709982773,False,,0.23471200905917994,0.16146226105887562
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,84,160,59,101,0.36875,0.760698103708676,0.6293192043637637,0.19807785407360426,0.10476452863638289,False,,0.23574425320338244,0.15977653163524808
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,85,158,59,99,0.37341772151898733,0.758602978941962,0.6307603317406688,0.20084084009792388,0.11287034532454661,False,,0.23768789556962025,0.15502285206149102
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,86,154,58,96,0.37662337662337664,0.7613146551724138,0.6248226836568478,0.2012894380855404,0.11663438275679656,False,,0.23901611634451145,0.15784156665232074
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,87,152,57,95,0.375,0.7628808864265928,0.6231655372420036,0.19991690258825032,0.12895945863858968,False,,0.23858231808496275,0.1620632065572567
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,88,146,53,93,0.363013698630137,0.7537025765875431,0.6100048988975398,0.2006862417570101,0.12079640455745766,False,,0.23427553988856942,0.14337518183731723
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,89,143,53,90,0.3706293706293706,0.7536687631027253,0.613700794227154,0.20383068832037762,0.12808345479123823,False,,0.23745541655576263,0.14160438503827
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,90,141,51,90,0.3617021276595745,0.7620915032679738,0.6163910325766333,0.19636516766891884,0.11832657904817459,False,,0.23367858184251059,0.15967836623871412
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,91,139,48,91,0.34532374100719426,0.7740384615384616,0.6148524463353363,0.18821702288748765,0.11096460715992588,False,,0.22768772473617443,0.17335454467043465
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,92,135,46,89,0.34074074074074073,0.7689301416707377,0.5968370239079234,0.1899889120073215,0.12647735496674953,False,,0.22591388888888897,0.15902066516696733
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,93,132,43,89,0.32575757575757575,0.7789391168016724,0.5997437286937324,0.1791418642158422,0.12928789443561498,False,,0.22028571160860058,0.18677492558328967
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,94,130,42,88,0.3230769230769231,0.7775974025974026,0.5985278536985951,0.17808533037212693,0.13515210187301938,False,,0.21924286683869443,0.18772577215407749
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,95,126,41,85,0.3253968253968254,0.7753228120516499,0.5993290401697228,0.17944786867445214,0.13238325074414659,False,,0.22039710651866717,0.18579752924635928
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,96,126,41,85,0.3253968253968254,0.7727403156384505,0.5959906852836434,0.1800913104254001,0.15453120395257833,False,,0.22045904015254894,0.1831076180827783
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,97,126,41,85,0.3253968253968254,0.7727403156384505,0.5959906852836434,0.18011703792038922,0.14534400231177,False,,0.2205504616828349,0.18332958114860554
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,98,125,40,85,0.32,0.7694117647058824,0.5886119195742902,0.18023586360755336,0.1451372765511022,False,,0.218540903926272,0.17527629670481004
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,99,123,40,83,0.3252032520325203,0.7762048192771084,0.6031157837206786,0.17931434239074598,0.14145079992281215,False,,0.22095226188541764,0.18844758202233036
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,1,337,314,23,0.9317507418397626,0.8270562171143727,0.984817576329575,0.06055398227428036,0.037951674312461235,False,,0.06359143714417013,0.04776515528346159
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,2,335,296,39,0.8835820895522388,0.8602737352737353,0.9792973102773922,0.08153067708491114,0.023805319163377588,False,,0.10286703637014291,0.20741687559130095
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,3,332,280,52,0.8433734939759037,0.8671703296703297,0.9718225725253951,0.09636452819378677,0.03550400151421136,False,,0.13213446701087386,0.2707086169586883
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,4,330,272,58,0.8242424242424242,0.8822261663286004,0.9716665244186319,0.09795533198682718,0.03146624888461392,False,,0.14490395122572794,0.32399819909510486
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,5,330,265,65,0.803030303030303,0.8937590711175617,0.9711226147077945,0.09948142148137946,0.036659232783898266,False,,0.15840004540146527,0.3719609029830542
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,6,329,256,73,0.7781155015197568,0.9026648116438356,0.9707986174740939,0.10119006713617663,0.03144914238189289,False,,0.17297166030970518,0.41499048482857737
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,7,328,251,77,0.7652439024390244,0.913074972835929,0.9722344561299716,0.0999823870463792,0.06273554477181038,False,,0.18042107651701325,0.445838651578209
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,8,325,246,79,0.7569230769230769,0.9073788206236493,0.964697025639383,0.10397082035272524,0.07550226817617643,False,,0.1857628908801514,0.440303604987478
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,9,325,239,86,0.7353846153846154,0.9132528948136616,0.9632109632023171,0.10232374193065788,0.05596645550432094,False,,0.1965488895963183,0.4793980157261871
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,10,324,232,92,0.7160493827160493,0.9121064467766117,0.9596274072163176,0.10473446938182866,0.043910555130517906,False,,0.20466237500562065,0.48825733416338823
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,11,322,228,94,0.7080745341614907,0.9171799178798059,0.9609894128866491,0.10319216297967768,0.05272607566132545,False,,0.20845816814296314,0.5049742406404183
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,12,321,225,96,0.7009345794392523,0.9189351851851851,0.9598763000829404,0.10474522509520229,0.04792160308259811,False,,0.21237493640592467,0.5067910231412778
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,13,318,212,106,0.6666666666666666,0.9084193663225347,0.9500923704543569,0.1167431795405875,0.06711376691253483,False,,0.2233607429740432,0.4773334920624156
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,14,315,205,110,0.6507936507936508,0.903769401330377,0.9428098011596693,0.12014868863889323,0.052183307214552416,False,,0.22807983857763173,0.4732165307193599
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,15,314,193,121,0.6146496815286624,0.9062647197362224,0.9386677978931328,0.11957059810582096,0.056273625388793616,False,,0.23700370996502057,0.4954906059341079
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,16,312,184,128,0.5897435897435898,0.8992866847826086,0.9304635460348232,0.12611589429143683,0.06344827955740527,False,,0.24215488744748753,0.479193273277271
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,17,311,176,135,0.5659163987138264,0.8942340067340068,0.9226174696122791,0.1341766057597171,0.07347858703576299,False,,0.2458035169425484,0.4541306510635559
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,18,309,160,149,0.517799352750809,0.9124161073825503,0.9259408166088935,0.11855508443793016,0.07639339961126204,False,,0.24975347938457917,0.5253115803228716
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,19,309,153,156,0.49514563106796117,0.9216524216524217,0.9256325847397224,0.1120034276599876,0.06950516343819714,False,,0.2500673964534471,0.5521070349495228
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,20,306,146,160,0.477124183006536,0.9245291095890411,0.9172026372037684,0.10998226633775114,0.057017223851299446,False,,0.24948029994457863,0.5591545049361276
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,21,306,145,161,0.4738562091503268,0.9286356821589206,0.9180979040338906,0.10840930831677784,0.05634689119130286,False,,0.24956314376995264,0.5656036917986994
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,22,306,138,168,0.45098039215686275,0.9166235334713596,0.8896995378428065,0.11902981408092639,0.054995513777216454,False,,0.24774822689478582,0.5195533159901233
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,23,305,126,179,0.4131147540983607,0.9149153143566552,0.8796637242818091,0.11838160480463296,0.05147162530593378,False,,0.2425088686855028,0.5118462865036251
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,24,303,117,186,0.38613861386138615,0.9222038415586803,0.8781523565587698,0.11076138359691344,0.04252174518317502,False,,0.2370976651430015,0.5328448994632251
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,25,300,114,186,0.38,0.9198736087530655,0.8725839316100193,0.11109665756754472,0.035662660719033686,False,,0.23566731470532218,0.5285869077497671
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,26,296,107,189,0.3614864864864865,0.9310191366266133,0.879398053087213,0.10242451767360268,0.03350711896346129,False,,0.23083555418203433,0.556287946904263
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,27,294,104,190,0.35374149659863946,0.9285425101214575,0.8830195889576558,0.10843465323471116,0.06266119925743141,False,,0.22860850979080902,0.5256753419462137
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,28,291,97,194,0.3333333333333333,0.9335210968221915,0.8843920197035398,0.10087492198197949,0.054003366847231164,False,,0.2222491229459893,0.54611779500028
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,29,289,92,197,0.31833910034602075,0.9357757669388655,0.8795270204168293,0.09741651111168145,0.047018534155416083,False,,0.21703613741666608,0.5511507333699863
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,30,289,88,201,0.3044982698961938,0.9281433740388965,0.8580234742725139,0.10045611572364276,0.048446949264210705,False,,0.2118106692432871,0.5257268385840459
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,31,288,81,207,0.28125,0.9227649549710741,0.833920847832398,0.09979816916628204,0.03617839993072651,False,,0.20226550194733045,0.5065981682221357
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,32,287,81,206,0.28222996515679444,0.9207719045906748,0.8312765999651993,0.10110861514427942,0.037590754844748143,False,,0.20259254553106232,0.5009262809782059
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,33,284,74,210,0.2605633802816901,0.9175032175032175,0.801839288891325,0.09895981692644897,0.03845555640630908,False,,0.19274340898920336,0.48657223899162094
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,34,284,70,214,0.24647887323943662,0.9130841121495327,0.7827267170962309,0.09831318371064623,0.03735438535839263,False,,0.1857728771101695,0.47078828061459554
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,35,283,67,216,0.23674911660777384,0.914179104477612,0.7812153374647102,0.09767881780498007,0.04276123713019806,False,,0.18075380150982343,0.4596029682967884
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,36,281,63,218,0.22419928825622776,0.9211446046308431,0.7837635860321648,0.09060302117123804,0.04510175807564828,False,,0.17393546464784382,0.4790997836198829
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,37,280,55,225,0.19642857142857142,0.9271919191919192,0.7827935920866943,0.07882822164057243,0.03931623127097203,False,,0.1579790302921381,0.5010209804756894
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,38,277,54,223,0.19494584837545126,0.9301611028068427,0.7890866492216304,0.07662267988446282,0.03703443014853886,False,,0.15701879550748443,0.5120158727697632
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,39,274,50,224,0.18248175182481752,0.9219642857142857,0.7476084494300776,0.07776759704827445,0.038345868594139215,False,,0.14918793380136858,0.47872730007900244
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,40,270,49,221,0.1814814814814815,0.9183673469387755,0.7413067676357016,0.07890303838840507,0.03554089114305767,False,,0.14854626292991213,0.4688318855545124
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,41,267,46,221,0.17228464419475656,0.9323234310446586,0.7555276663826168,0.07283772476450001,0.02844381042553122,False,,0.14260887997369084,0.48924832185809564
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,42,264,44,220,0.16666666666666666,0.9378099173553719,0.7639805596623327,0.06820379852278939,0.027704409296770056,False,,0.13891587867913816,0.5090280594897034
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,43,259,43,216,0.16602316602316602,0.9316322136089578,0.7338648402767245,0.07239244825072194,0.028403201405263076,False,,0.1384606105118926,0.4771621475372302
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,44,256,38,218,0.1484375,0.9378319652341864,0.6982292797110099,0.06851034123886293,0.05053480941838226,False,,0.12650483978825405,0.4584369945565979
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,45,252,38,214,0.15079365079365079,0.9367929168716183,0.6994021914089302,0.06945946002022342,0.04993044667343937,False,,0.1280791197208624,0.4576831869893825
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,46,248,38,210,0.1532258064516129,0.9384711779448621,0.7054621759447266,0.06998869948330551,0.04484782935351159,False,,0.1297503922025234,0.4605896884376095
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,47,245,35,210,0.14285714285714285,0.94,0.7012103638294318,0.06837253584990069,0.058113179280863604,False,,0.12256517119244395,0.44215362990399176
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,48,244,33,211,0.13524590163934427,0.9416917995117047,0.7141511884605188,0.06387066662521498,0.04614798753149387,False,,0.11726565029519984,0.455333540005709
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,49,242,31,211,0.128099173553719,0.9463384803546858,0.7153142215720046,0.059814110011208454,0.04160780707044228,False,,0.11211649845665764,0.46650037385593535
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,50,238,31,207,0.13025210084033614,0.9509116409537167,0.7377152377185541,0.0585824075575563,0.03812889649813221,False,,0.1136975757827116,0.48475236033604063
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,51,232,31,201,0.1336206896551724,0.9497672925694111,0.7364799133633424,0.06027665672862721,0.03851317891254475,False,,0.11606659653821398,0.4806717994114559
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,52,229,30,199,0.13100436681222707,0.9474036850921274,0.7296739747545047,0.060495472981452726,0.04295218289009626,False,,0.11421835145889767,0.47035242403036714
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,53,224,30,194,0.13392857142857142,0.9458762886597938,0.7263397976398974,0.06288901724561956,0.0467872358517755,False,,0.11622311335421984,0.4588940578975105
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,54,219,29,190,0.1324200913242009,0.9459165154264972,0.7286328892691267,0.06149871528932262,0.043186355809279285,False,,0.11513058232698564,0.46583510613488976
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,55,219,29,190,0.1324200913242009,0.9459165154264972,0.7286328892691267,0.061484090656970185,0.0434563750197551,False,,0.11509885285257244,0.4658149135880286
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,56,217,29,188,0.1336405529953917,0.9457079970652972,0.7270856016288797,0.06224860193165622,0.041290586114595865,False,,0.11586710086244759,0.46275861337417024
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,57,216,29,187,0.13425925925925927,0.9411764705882353,0.7090373336387886,0.06571027034780325,0.03227479292058624,False,,0.11626691351088787,0.43483259025664445
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,58,211,29,182,0.13744075829383887,0.9401288366805608,0.7091794991503181,0.06736655647133723,0.034271670669827,False,,0.11855624825682844,0.43177557098972097
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,59,209,28,181,0.1339712918660287,0.9372533543804262,0.7011375981993532,0.06758157953910754,0.034055235799719474,False,,0.11604808034517085,0.4176415556543944
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,60,208,28,180,0.1346153846153846,0.935515873015873,0.6963159522898023,0.06983560948504139,0.05495875846383624,False,,0.11660457844761679,0.40109033097346003
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,61,206,28,178,0.13592233009708737,0.9351926163723917,0.6989695582508212,0.07103120771103368,0.057956285898372074,False,,0.11771027476025295,0.3965589847130433
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,62,205,28,177,0.13658536585365855,0.9352300242130751,0.7040863010018604,0.07199320179997445,0.056309511821703156,False,,0.11833897007471905,0.39163572444041006
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,63,201,27,174,0.13432835820895522,0.9459344401873138,0.7265362313810749,0.06797117739839062,0.06071854702477552,False,,0.1167945679426601,0.41802792205403905
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,64,198,26,172,0.13131313131313133,0.9443202146690519,0.7232036912967355,0.06697947603803851,0.05223223929558313,False,,0.11468608006057224,0.41597553946683985
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,65,197,23,174,0.116751269035533,0.9490254872563718,0.7452456469246975,0.05747266543642659,0.05070352900039611,False,,0.10340681121037314,0.44420812552180045
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,66,195,23,172,0.11794871794871795,0.9499494438827099,0.7482504821592972,0.05839654261406815,0.04797468755502184,False,,0.10447413428302679,0.4410430580274697
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,67,193,21,172,0.10880829015544041,0.9446290143964563,0.6715105449562129,0.059281879180080446,0.048373348420779276,False,,0.09730480633277068,0.3907610382847525
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,68,191,20,171,0.10471204188481675,0.9453216374269006,0.6801711826240342,0.057081643144169796,0.051899133578559346,False,,0.09414767658834398,0.3937009896297661
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,69,191,19,172,0.09947643979057591,0.9412484700122399,0.6629696952213541,0.05576351379109903,0.04201700215880424,False,,0.08989326299428277,0.37966971123691884
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,70,188,19,169,0.10106382978723404,0.9454998442852693,0.6768317598258017,0.05719545799159734,0.041485745907197655,False,,0.09140209737368363,0.37424348417561615
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,71,188,16,172,0.0851063829787234,0.9662063953488372,0.7225214235082656,0.042994856335181665,0.0282161284373444,False,,0.07805870452969811,0.44919843860816444
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,72,187,14,173,0.0748663101604278,0.9719240297274979,0.6399866007008864,0.04237432361777667,0.039488294488963495,False,,0.06933959246521793,0.38888703969478267
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,73,186,13,173,0.06989247311827956,0.9679857714539796,0.6027666777666777,0.04162814057908594,0.03507174299356026,False,,0.06505453345878505,0.36010392564786853
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,74,184,11,173,0.059782608695652176,0.9558591697320021,0.5226882225933459,0.04088354836786919,0.03369785087128422,False,,0.05624440005309801,0.27310899699751934
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,75,181,10,171,0.055248618784530384,0.952046783625731,0.4936069510125238,0.04066021952663477,0.04181759945746104,False,,0.05220174030923229,0.22109455957268753
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,76,177,10,167,0.05649717514124294,0.9491017964071856,0.4863954125509853,0.04131781880081279,0.04212293800666342,False,,0.05337068486751734,0.2258330785266015
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,77,175,9,166,0.05142857142857143,0.9377510040160643,0.412251558448313,0.042364698964287205,0.026069872806293293,False,,0.04888753928609386,0.13342541713205203
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,78,172,7,165,0.040697674418604654,0.9489177489177489,0.43284557224649384,0.0329995650930846,0.01804943394190065,False,,0.03908027807985544,0.1555954380453921
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,79,170,5,165,0.029411764705882353,0.9709090909090909,0.49653679653679655,0.024075973926531154,0.029332153253041175,False,,0.028551777572927938,0.15676094544252217
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,80,167,4,163,0.023952095808383235,0.9570552147239264,0.25270562770562766,0.027961923572584202,0.03310011558967093,False,,0.023424586241740552,-0.1936997855167455
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,81,166,1,165,0.006024096385542169,0.9393939393939394,0.09090909090909091,0.023466636144476388,0.04224540893857858,False,,0.006106164003498107,-2.8431061024618387
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,82,164,1,163,0.006097560975609756,0.9386503067484663,0.09090909090909091,0.02305068223087966,0.041665661189832774,False,,0.006169909216549052,-2.735984018865734
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,83,161,1,160,0.006211180124223602,0.9375,0.09090909090909091,0.022923323658161056,0.04321164923564016,False,,0.006197849728804866,-2.698593005832907
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,84,160,1,159,0.00625,0.9371069182389937,0.09090909090909091,0.022923013965348255,0.04329585698936493,False,,0.0062380098933751595,-2.6747319028289405
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,85,158,1,157,0.006329113924050633,0.9363057324840764,0.09090909090909091,0.023138413367275623,0.04370602276725071,False,,0.0062947770262406656,-2.675811433958643
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,86,154,1,153,0.006493506493506494,0.9411764705882353,0.1,0.02084132588080015,0.043730636473748016,False,,0.0064522271719518855,-2.2300979685585633
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,87,152,1,151,0.006578947368421052,0.9403973509933775,0.1,0.02080473017958275,0.04300630033104004,False,,0.006539827927462256,-2.181235104400661
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,88,146,1,145,0.00684931506849315,0.9379310344827586,0.1,0.02083819061798851,0.03756807454658485,False,,0.006811349769706005,-2.0593335128182586
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,89,143,1,142,0.006993006993006993,0.9366197183098591,0.1,0.021252585285917502,0.03773125678628858,False,,0.006958971670390357,-2.0539835901825647
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,90,141,1,140,0.0070921985815602835,0.9357142857142857,0.1,0.02136029580754981,0.03909476246716441,False,,0.007063861877536558,-2.0238835608432044
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,91,139,1,138,0.007194244604316547,0.9347826086956522,0.1,0.021315554903310784,0.039295423202836806,False,,0.007164890734978138,-1.9750006932067783
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,92,135,0,135,0.0,nan,nan,0.017031512446648276,0.039565338501767806,True,one_label_class,6.944444444444447e-07,-24524.37792317351
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,93,132,0,132,0.0,nan,nan,0.01719729735656165,0.03991961964188548,True,one_label_class,7.157560817794269e-07,-24025.756871988837
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,94,130,0,130,0.0,nan,nan,0.017408795464894024,0.04046217771338324,True,one_label_class,7.548303481051114e-07,-23062.189640687073
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,95,126,0,126,0.0,nan,nan,0.01791117110405547,0.04130937704169157,True,one_label_class,7.790048835816154e-07,-22991.373323393855
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,96,126,0,126,0.0,nan,nan,0.016764086950408194,0.03976171971261602,True,one_label_class,8.219567667179844e-07,-20394.339060649156
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,97,126,0,126,0.0,nan,nan,0.016690657879566178,0.03966466016138082,True,one_label_class,8.447772491349479e-07,-19756.46612098919
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,98,125,0,125,0.0,nan,nan,0.01649932434044665,0.03952375703705102,True,one_label_class,0.0,nan
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,gripper,99,123,0,123,0.0,nan,nan,0.014565781963284492,0.03523721711944032,True,one_label_class,0.0,nan
D_chunk_plus_state_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,1,337,337,0,1.0,nan,nan,0.000206191938122238,0.006145836510443613,True,one_label_class,0.0,nan
D_chunk_plus_state_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,arm,2,335,335,0,1.0,nan,nan,0.00039461716352294794,0.00973679809518288,True,one_label_class,1.0971696205580633e-07,-3595.6832851444633
